,mt,ribo,hb,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection
LINC02606,False,False,False,9,0.0005255474452554744,0.0005254093935632255,99.94744525547445,9.0,2.3025851,9,False,0.0005965174088161261,0.5350279902554076,-0.15260468,0,False
SLC25A33,False,False,False,981,0.06703649635036496,0.06488517637416827,94.27153284671533,1148.0,7.046647,981,False,0.047242346670417684,0.5429967754464492,-0.14068182,0,False
TMEM201,False,False,False,286,0.01891970802919708,0.018742956267803923,98.32992700729926,324.0,5.7838254,286,False,0.014229783937659321,1.0910084744737651,0.7655162,0,False
PIK3CD,False,False,False,2973,0.21611678832116787,0.19566282195941523,82.63941605839416,3701.0,8.216628,2973,False,0.24257281513197076,1.1312213412627865,0.8327146,0,False
PIK3CD-AS1,False,False,False,72,0.004321167883211679,0.004311858446066382,99.57956204379562,74.0,4.317488,72,False,0.002626429062568169,-0.15375177209371932,-1.2946076,0,False
PIK3CD-AS2,False,False,False,135,0.009635036496350365,0.009588915546910146,99.21167883211679,165.0,5.1119876,135,False,0.006584337295715928,0.27410024991730186,-0.5867058,0,False
CLSTN1,False,False,False,2135,0.14616058394160583,0.13641773407936797,87.53284671532847,2503.0,7.825645,2135,False,0.16143308699337933,0.9913047451031235,0.60102326,0,False
CTNNBIP1,False,False,False,1206,0.08595620437956204,0.08246089323960305,92.95766423357664,1472.0,7.2950563,1206,False,0.06133649738734731,0.5690789266069903,-0.09783506,0,False
AL357140.1,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.0002183045854017862,0.3696115950652057,0.12916219,0,False
LZIC,False,False,False,2786,0.21705109489051094,0.19643079742194675,83.73138686131387,3717.0,8.220942,2786,False,0.14736890321598795,0.4991499817349725,-0.21373197,0,False
AL357140.2,False,False,False,15,0.0009343065693430657,0.0009338703766309747,99.91240875912408,16.0,2.8332133,15,False,0.0004832758465670148,-0.32964269066472884,-1.5863687,0,False
NMNAT1,False,False,False,578,0.03748905109489051,0.036803419905479993,96.62481751824818,642.0,6.4661446,578,False,0.034783448237477435,0.8861787691594928,0.4267264,0,False
RBP7,False,False,False,826,0.12484671532846715,0.11764677333173203,95.17664233576643,2138.0,7.6680937,826,False,0.09050493542958582,1.1670449368385314,0.8919011,0,False
UBE4B,False,False,False,1620,0.11001459854014599,0.10437316707572747,90.54014598540145,1884.0,7.541683,1620,False,0.09785121427523161,0.9468414552252705,0.52799076,0,False
KIF1B,False,False,False,1123,0.08058394160583941,0.0775015816898303,93.44233576642335,1380.0,7.230563,1122,False,0.08030239458629232,0.9645203726490391,0.5560614,0,False
AL139424.3,False,False,False,49,0.0028613138686131388,0.002857228102004016,99.71386861313869,49.0,3.912023,49,False,0.003851534033510513,0.8920929823984372,0.4368591,0,False
AL139424.2,False,False,False,22,0.0015182481751824818,0.0015170968016549387,99.87153284671533,26.0,3.295837,22,False,0.0007386058504719557,-0.24863182885362914,-1.4508656,0,False
PGD,False,False,False,2170,0.2638832116788321,0.23418889563219983,87.32846715328468,4519.0,8.416267,2169,False,0.15587189194065493,0.8506644913783492,0.36807805,0,False
AL139424.1,False,False,False,9,0.0005255474452554744,0.0005254093935632255,99.94744525547445,9.0,2.3025851,9,False,0.00026064653072396647,-0.27719124343774204,-1.4987732,0,False
CENPS,False,False,False,815,0.08157664233576642,0.07841983059978826,95.24087591240877,1397.0,7.242798,815,False,0.028126249964982877,0.5151977652459065,-0.18666458,0,False
CORT,False,False,False,74,0.004671532846715329,0.004660655101154718,99.56788321167883,80.0,4.394449,74,False,0.0025008160398899094,0.894567927406176,0.44184083,0,False
DFFA,False,False,False,1649,0.12613138686131387,0.11878820751190212,90.37080291970803,2160.0,7.6783266,1649,False,0.10128345185804638,0.8561077095942654,0.3775558,0,False
AL354956.1,False,False,False,11,0.0006423357664233577,0.0006421295571039668,99.93576642335766,11.0,2.4849067,11,False,0.001011087058373965,0.6378683753981713,0.013479142,0,False
PEX14,False,False,False,685,0.04262773722627737,0.04174419689812278,96.0,730.0,6.5944133,685,False,0.039237217903659985,0.8637049931581464,0.38962728,0,False
AL139423.2,False,False,False,17,0.0009927007299270073,0.000992208328402034,99.9007299270073,17.0,2.8903718,17,False,0.0017146723463270144,1.0634316376733928,0.7216271,1,False
CASZ1,False,False,False,407,0.0254014598540146,0.025084204058681614,97.62335766423358,435.0,6.0776424,407,False,0.03596806762767019,1.1468253749846067,0.85836595,0,False
AL139423.1,False,False,False,24,0.0014014598540145985,0.0014004787257210242,99.85985401459854,24.0,3.218876,24,False,0.0020484536111149095,1.0012454526369803,0.61919177,1,False
C1orf127,False,False,False,16,0.0009343065693430657,0.0009338703766309747,99.9065693430657,16.0,2.8332133,16,False,0.0007377073325378888,-0.027294605398558228,-1.0842851,0,False
TARDBP,False,False,False,3556,0.3023649635036496,0.2641818144175318,79.23503649635036,5178.0,8.552367,3556,False,0.23209531641316475,0.8523964045382769,0.37100637,0,False
MASP2,False,False,False,14,0.0008175182481751825,0.0008171842621461863,99.91824817518248,14.0,2.7080503,14,False,0.001092698501679178,0.3409454957429915,-0.47832143,0,False
AL109811.2,False,False,False,365,0.02283211678832117,0.022575364790862935,97.86861313868613,391.0,5.971262,365,False,0.025892655688967352,1.0828553798010714,0.75312763,0,False
SRM,False,False,False,3131,0.3329051094890511,0.2873608529831193,81.71678832116788,5701.0,8.648572,3131,False,0.17620022833641286,0.4450686850695092,-0.30304882,0,False
EXOSC10,False,False,False,1829,0.13524087591240877,0.12684485389021377,89.31970802919707,2316.0,7.7480288,1829,False,0.11346291086705768,0.9545098248734337,0.54020554,0,False
AL109811.1,False,False,False,74,0.004437956204379562,0.004428137515964839,99.56788321167883,76.0,4.3438053,74,False,0.005164728264160794,0.7704081308434119,0.23535635,0,False
EXOSC10-AS1,False,False,False,28,0.0016934306569343065,0.0016919984199407654,99.83649635036497,29.0,3.4011974,28,False,0.0006588069179039798,-0.10562915767975171,-1.2144988,0,False
MTOR,False,False,False,1217,0.08145985401459854,0.07831184506974434,92.8934306569343,1395.0,7.2413664,1217,True,0.08606974675848253,1.1564606891681222,0.87404233,1,False
ANGPTL7,False,False,False,7,0.00040875912408759124,0.00040867560483555794,99.95912408759125,7.0,2.0794415,7,False,0.0005984376514031,0.34511636900194476,-0.47186568,0,False
UBIAD1,False,False,False,1105,0.07421897810218978,0.07159386552938839,93.54744525547444,1271.0,7.148346,1105,False,0.061433244160160855,0.7092799800212473,0.13346986,0,False
DISP3,False,False,False,11,0.0006423357664233577,0.0006421295571039668,99.93576642335766,11.0,2.4849067,11,False,0.000601425930848628,0.11939153865741127,-0.84268916,0,False
AL031731.1,False,False,False,18,0.0010510948905109489,0.001050542877055006,99.89489051094891,18.0,2.944439,18,False,0.0012683003949939997,0.5115032421965846,-0.19317803,0,False
FBXO2,False,False,False,459,0.02832116788321168,0.027927538359825786,97.31970802919709,485.0,6.1862087,459,False,0.031572905927811416,0.6108988014336509,-0.02869845,0,False
FBXO44,False,False,False,705,0.043503649635036494,0.04258394502304769,95.88321167883211,745.0,6.6147256,705,False,0.05401745168555962,0.9489860641563478,0.53086567,0,False
FBXO6,False,False,False,734,0.04759124087591241,0.046493472482361076,95.71386861313869,815.0,6.7044144,734,False,0.04358613554193563,0.7155335147196262,0.1442192,0,False
MAD2L2,False,False,False,1792,0.1555036496350365,0.14453630921717317,89.53576642335767,2663.0,7.887584,1792,False,0.09102089538315725,0.5959416769863612,-0.05389391,0,False
DRAXIN,False,False,False,132,0.008583941605839416,0.008547309064217242,99.22919708029198,147.0,4.9972124,132,False,0.01121151699856543,1.0271801587961347,0.65958124,0,False
AGTRAP,False,False,False,2679,0.2799416058394161,0.24681445645292577,84.35620437956204,4794.0,8.475329,2679,False,0.19359621657484327,0.7459663654911047,0.19539197,0,False
C1orf167,False,False,False,24,0.0014014598540145985,0.0014004787257210242,99.85985401459854,24.0,3.218876,24,False,0.0012255221318016871,0.2823663995391682,-0.57517207,0,False
MTHFR,False,False,False,1646,0.12105109489051095,0.1142667227930562,90.3883211678832,2073.0,7.637234,1646,False,0.1136261411056558,0.9850728125886452,0.5910282,0,False
CLCN6,False,False,False,591,0.03754744525547445,0.03685970244383733,96.54890510948904,643.0,6.4676986,591,False,0.041843762543564665,1.0576122787233713,0.71081537,0,False
NPPA,False,False,False,8,0.00046715328467153287,0.00046704420254656964,99.95328467153286,8.0,2.1972246,8,False,0.0006548816221521132,0.7864804641949285,0.26018953,0,False
AL021155.5,False,False,False,2550,0.22294890510948906,0.2012650775080851,85.10948905109488,3818.0,8.247744,2550,True,0.24032176376600262,1.5350280400215586,1.4241617,2,True
KIAA2013,False,False,False,1993,0.1402043795620438,0.13120752665519075,88.36204379562044,2401.0,7.784057,1993,False,0.11395310260975443,0.7281069245884014,0.16514151,0,False
PLOD1,False,False,False,539,0.03725547445255475,0.036578258069459774,96.85255474452555,638.0,6.4599047,539,False,0.02630586411303923,0.6913915967292631,0.104256056,0,False
AL096840.2,False,False,False,11,0.0006423357664233577,0.0006421295571039668,99.93576642335766,11.0,2.4849067,11,True,0.0009879160790031676,1.1181159490811092,0.81005454,1,False
MFN2,False,False,False,1754,0.12496350364963503,0.11775059392983192,89.75766423357663,2140.0,7.6690283,1754,False,0.08803193387086221,0.7551284859351823,0.211123,0,False
MIIP,False,False,False,1664,0.11462773722627738,0.10852048120727131,90.28321167883212,1963.0,7.5827384,1664,False,0.0912212315972608,0.7097833413852057,0.13549656,0,False
TNFRSF8,False,False,False,119,0.008408759124087591,0.008373602454243964,99.30510948905109,144.0,4.9767337,119,False,0.00619877658253353,0.43533850347506864,-0.31908935,0,False
TNFRSF1B,False,False,False,3773,0.47124087591240876,0.38610617798427244,77.96788321167884,8070.0,8.996033,3772,False,0.3674764446650386,1.209082662493632,0.7500086,0,False
VPS13D,False,False,False,2052,0.1402043795620438,0.13120752665519075,88.01751824817518,2401.0,7.784057,2052,True,0.1703855857168098,1.189236553674682,0.92924577,1,False
LINC02766,False,False,False,4,0.00023357664233576643,0.00023354936755892855,99.97664233576641,4.0,1.609438,4,False,0.00010861507517580956,-0.4091553774126907,-1.7177422,0,False
DHRS3,False,False,False,1017,0.07182481751824818,0.06936263280050864,94.06131386861314,1230.0,7.115582,1016,False,0.0602452851556905,0.7639042968618661,0.22512315,0,False
AC254633.1,False,False,False,6,0.0003503649635036496,0.0003503036000324793,99.96496350364964,6.0,1.9459102,6,False,0.0004702731768961452,0.5788812241885863,-0.07895129,0,False
LRRC38,False,False,False,7,0.00040875912408759124,0.00040867560483555794,99.95912408759125,7.0,2.0794415,7,False,0.0003627663261036501,0.08842119989004213,-0.8930418,0,False
PRDM2,False,False,False,5237,0.4547153284671533,0.37481023094335353,69.41897810218978,7787.0,8.96034,5236,False,0.42996735237899153,1.1122372482458955,0.31652418,0,False
KAZN,False,False,False,36,0.0024525547445255476,0.002449552140503197,99.78978102189781,42.0,3.7612002,36,False,0.0019654967340257345,0.9060027514705619,0.4618523,1,False
TMEM51,False,False,False,31,0.0019854014598540146,0.0019834331551949985,99.81897810218979,34.0,3.5553482,31,False,0.0014154720416249393,0.40396963920234363,-0.3675664,0,False
FHAD1,False,False,False,11,0.0006423357664233577,0.0006421295571039668,99.93576642335766,11.0,2.4849067,11,False,0.000522901812461422,0.29542995394806765,-0.551039,0,False
AL031283.1,False,False,False,51,0.003153284671532847,0.003148323496019496,99.7021897810219,54.0,4.0073333,51,True,0.005138387372312684,1.2746431166598446,1.0717118,1,False
EFHD2,False,False,False,4391,0.599941605839416,0.4699671322293626,74.35912408759124,10274.0,9.237469,4388,False,0.44945414650613535,1.3156168513261997,0.71700025,0,False
CTRC,False,False,False,9,0.0005255474452554744,0.0005254093935632255,99.94744525547445,9.0,2.3025851,9,False,0.0005773330647671705,-1.4261574204116467,-3.391663,0,False
CASP9,False,False,False,580,0.03626277372262774,0.035620754264857044,96.61313868613138,621.0,6.43294,580,False,0.02902257754064598,0.47851324361441994,-0.24724248,0,False
DNAJC16,False,False,False,1059,0.07089051094890511,0.06849055556640905,93.81605839416058,1214.0,7.1024995,1059,False,0.07035861049754728,0.987947841347168,0.5960014,0,False
AL121992.3,False,False,False,16,0.0009343065693430657,0.0009338703766309747,99.9065693430657,16.0,2.8332133,16,False,0.0006593736397294845,-0.22940270167930035,-1.4199444,0,False
AGMAT,False,False,False,540,0.03491970802919708,0.034323846924713644,96.84671532846716,598.0,6.395262,540,False,0.03471075425419937,0.7044590118048808,0.12621076,0,False
AL121992.1,False,False,False,59,0.0035036496350364962,0.003497526153508219,99.65547445255474,60.0,4.1108737,59,False,0.00388317182871698,1.0680378482284574,0.7279279,0,False
DDI2,False,False,False,2241,0.20157664233576641,0.18363456303700504,86.91386861313869,3452.0,8.146998,2241,False,0.13902167557889994,1.0594532362158038,0.7140493,0,False
AL121992.2,False,False,False,10,0.0005839416058394161,0.0005837711782831674,99.94160583941606,10.0,2.3978953,10,False,0.00043667279134826874,-0.027259137615654627,-1.0841511,0,False
PLEKHM2,False,False,False,1592,0.10872992700729928,0.10321515031298902,90.7036496350365,1862.0,7.5299435,1591,False,0.10267623229804812,0.9628892982727273,0.5540624,0,False
AL450998.3,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.00011253074807057927,-0.12567636737622226,-0.68823045,0,False
SLC25A34,False,False,False,59,0.0036204379562043794,0.003613899946261457,99.65547445255474,62.0,4.1431346,59,False,0.003633019403091582,0.6277448049130676,-0.0009835921,0,False
FBLIM1,False,False,False,140,0.008175182481751826,0.008141946693666672,99.18248175182481,140.0,4.94876,140,False,0.008492490467931296,0.6712315065848526,0.071427315,0,False
UQCRHL,False,False,False,155,0.009226277372262774,0.00918397527006677,99.09489051094891,158.0,5.0689044,155,False,0.006942623924953596,0.3862308361357309,-0.39902404,0,False
AL450998.2,False,False,False,1295,0.08595620437956204,0.08246089323960305,92.43795620437956,1472.0,7.2950563,1295,False,0.0874199874581797,0.9420131896315416,0.51982355,0,False
SPEN,False,False,False,4062,0.35871532846715326,0.30653964190022603,76.28029197080292,6143.0,8.723231,4061,True,0.3381785713253749,1.35582639792531,1.0306242,1,False
ZBTB17,False,False,False,682,0.04315328467153284,0.04224813038956776,96.01751824817518,739.0,6.6066504,682,False,0.037320238944093545,0.7755664724499334,0.24334154,0,False
FAM131C,False,False,False,3,0.00029197080291970805,0.00029192818773955307,99.98248175182482,5.0,1.7917595,3,False,0.00037330191790007223,0.8689910424699343,0.40224764,1,False
EPHA2,False,False,False,34,0.003153284671532847,0.003148323496019496,99.8014598540146,54.0,4.0073333,34,False,0.0018535393223939236,0.683884048710165,0.0898225,0,False
ARHGEF19,False,False,False,478,0.029547445255474453,0.029119332150334097,97.20875912408759,506.0,6.228511,478,False,0.026907918552688512,0.7091680180654432,0.13411844,0,False
AL109627.1,False,False,False,87,0.005313868613138686,0.005299799831084923,99.49197080291971,91.0,4.5217886,87,False,0.005635851365364422,0.956355485201903,0.5442853,0,False
CPLANE2,False,False,False,94,0.005781021897810219,0.00576437591377292,99.45109489051094,99.0,4.6051702,94,False,0.004204590439778513,0.6997916176394052,0.116198555,0,False
FBXO42,False,False,False,1462,0.09664233576642335,0.09225308963182785,91.46277372262773,1655.0,7.4121604,1462,False,0.09057511887611076,0.8383725037518663,0.34815088,0,False
SZRD1,False,False,False,3169,0.2414014598540146,0.21624095097063603,81.4948905109489,4134.0,8.327243,3169,False,0.1831331245710261,0.7268932981075203,0.16253226,0,False
SPATA21,False,False,False,45,0.002627737226277372,0.0026242907610951756,99.73722627737226,45.0,3.8286414,45,False,0.0033860700892476532,1.0582252375429069,0.71168876,0,False
NECAP2,False,False,False,3728,0.2924963503649635,0.2565755036943046,78.23065693430658,5009.0,8.519191,3727,False,0.2276922038506845,0.6447011209422546,0.027372839,0,False
LINC01772,False,False,False,188,0.011386861313868613,0.01132251898600011,98.9021897810219,195.0,5.278115,188,True,0.01795762312878603,1.3043265029226934,1.1186644,1,False
